2024-05-07 11:13:39,292 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2024-05-07 11:13:39,309 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2024-05-07 11:13:39,310 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2024-05-07 11:13:39,311 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2024-05-07 11:13:39,331 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2024-05-07 11:13:39,331 INFO  SwAddin.cs: 197 - Setting up callbacks
2024-05-07 11:13:39,332 INFO  SwAddin.cs: 201 - Setting up command manager
2024-05-07 11:13:39,332 INFO  SwAddin.cs: 204 - Adding command manager
2024-05-07 11:13:39,334 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2024-05-07 11:13:39,335 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2024-05-07 11:13:39,335 INFO  SwAddin.cs: 210 - Adding event handlers
2024-05-07 11:13:39,345 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2024-05-07 11:42:40,895 INFO  SwAddin.cs: 294 - Assembly export called for file KR_10_R1100-2_V02.SLDASM
2024-05-07 11:42:40,896 INFO  SwAddin.cs: 299 - Save is required
2024-05-07 11:42:40,896 INFO  SwAddin.cs: 313 - Saving assembly
2024-05-07 11:42:43,224 INFO  SwAddin.cs: 316 - Opening property manager
2024-05-07 11:42:43,251 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from KR_10_R1100-2_V02.SLDASM
2024-05-07 11:42:43,256 INFO  ExportHelperExtension.cs: 1136 - Found 71 in KR_10_R1100-2_V02.SLDASM
2024-05-07 11:42:43,257 INFO  ExportHelperExtension.cs: 1145 - Found 7 features of type [CoordSys] in KR_10_R1100-2_V02.SLDASM
2024-05-07 11:42:43,257 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-05-07 11:42:43,258 INFO  ExportHelperExtension.cs: 1160 - 16 components to check
2024-05-07 11:42:43,258 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 394.083-10.300.00-01umm000~02_objects_8-1
2024-05-07 11:42:43,259 INFO  ExportHelperExtension.cs: 1136 - Found 24 in 394.083-10.300.00-01umm000~02_objects_8-1
2024-05-07 11:42:43,259 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 394.083-10.300.00-01umm000~02_objects_8-1
